date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:09:05	1682/1682	---M--	200	added ('OK')	image/png	etag:%2280a9c342d2c9d21:0%22	https://www.itailor.com/itailor-data/webroot/img/bg/btn-adv-menu-l.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/bg/btn-adv-menu-l.png	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:07	1111/1111	---M--	200	added ('OK')	image/png	etag:%22902c61517590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/Arrow.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/Arrow-3.png	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:08	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:12%20GMT	https://www.itailor.com/itailor-data/webroot/img/icon/arrow-standard-size.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/arrow-standard-size.53.delayed	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:09	2420/2420	---M--	200	added ('OK')	image/png	etag:%220659643e1c9d21:0%22	https://www.itailor.com/itailor-data/webroot/img/arrow-standard-size.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/arrow-standard-size.png	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:10	4586/4586	---M--	200	added ('OK')	image/png	etag:%228013a6537590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/sprites.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/sprites.png	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:14	1175/1175	---M--	200	added ('OK')	image/png	etag:%22f0f74f7590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/bg/bg-checkout.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/bg/bg-checkout.png	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:15	5140/5140	---M--	200	added ('OK')	image/jpeg	etag:%2240853dcab33cf1:0%22	https://www.itailor.com/images/WebSuit/BBl.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/WebSuit/BBl.jpg	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:15	211498/211498	---M--	200	added ('OK')	image/jpeg	etag:%2230cf3fcab33cf1:0%22	https://www.itailor.com/images/WebSuit/Background1024.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/WebSuit/Background1024.jpg	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:16	1942/1942	---M--	200	added ('OK')	image/png	etag:%22a0501d527590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/check_radio_sheet.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/check_radio_sheet.png	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:17	366552/366552	---M--	200	added ('OK')	image/jpeg	etag:%2230cf3fcab33cf1:0%22	https://www.itailor.com/images/WebSuit/Background1920.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/WebSuit/Background1920.jpg	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:17	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:22%20GMT	https://www.itailor.com/itailor-data/product/suit3pcs/itailor-data/webroot/img/CloesButton.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/itailor-data/webroot/img/CloesButton.5b.delayed	(from https://www.itailor.com/itailor-data/product/suit3pcs/css/suit3pcs.css)
22:09:19	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:23%20GMT	https://www.itailor.com/designsuits/constants.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/constants.5c.delayed	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
22:09:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:24%20GMT	https://www.itailor.com/designsuits/xhr.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/xhr.5d.delayed	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
22:09:21	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:26%20GMT	https://www.itailor.com/designsuits/GET	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/GET.5e.delayed	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
22:09:22	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:26%20GMT	https://www.itailor.com/designsuits/path=/	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/path=/index.html	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
22:09:22	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:27%20GMT	https://www.itailor.com/designsuits/lib/widget-management.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/lib/widget-management.5f.delayed	(from https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js)
